Heat Pipe Width,Heat Pipe Thickness,Heat Load (W),Heat Flux (W/cm2),Heat Pipe Diameter,Evaporator Length,Condenser Length,Adiabatic Length,Fill Ratio,Air Velocity,Ambient Temperature,Maximum Temperature,Effective Thermal Conductivity,Working Fluid_Acetone,Working Fluid_Ammonia,Working Fluid_Methanol,Working Fluid_Water,Heat Pipe Material_Aluminum,Heat Pipe Material_Copper,Wick Structure_Grooved,Wick Structure_Wire Mesh,Wick Material_Aluminum,Wick Material_Copper,Orientation_Anti-Gravity (Top Heat),Orientation_Horizontal,Orientation_Vertical (Bottom Heat),Cooling Method_Forced Convection,Cooling Method_Natural Convection,Is_Flat,Target_Thermal_Resistance,Dataset_Split
0,0,-0.2043956044,-0.3472993438,0,0.5909752547,0.7902350814,0.3146718147,-0.9498680739,0.7058823529,-0.7604562738,-0.8134328358,0.281296858,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,-0.1190831619,train
1.853773585,0.8333333333,0.5241758242,1.018677436,0.5,-0.6462882096,-0.5171790235,-0.388030888,0.2269129288,-0.3921568627,0.01520912548,0.02985074627,-0.4360953261,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,-0.07263063942,train
2.316037736,0.6666666667,-0.3824175824,-0.1322564361,0.5,-0.6550218341,-0.4448462929,-0.7239382239,-0.3588390501,-0.3921568627,0.5399239544,0.4925373134,-0.5571432831,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0.01023302084,train
0.3396226415,1.625,0.9769230769,0.3876829884,-0.5,1.048034934,0.9258589512,1.21042471,0.72823219,0.7058823529,0.4486692015,0.4104477612,2.470780867,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,-0.1381082893,train
2.646226415,0.5833333333,0.7747252747,2.124179707,0.5,-0.8326055313,-0.9023508137,-0.5,0.5593667546,0.1568627451,-0.3802281369,-0.1940298507,-0.5922377658,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0.05046404454,train
0,0,0.7527472527,0.1150933872,0,0.7627365357,0.2549728752,0.5598455598,0.3957783641,-0.3921568627,-0.2281368821,-0.2164179104,0.371208765,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,-0.09440684059,train
0,0,0.3747252747,-0.1070166583,0.5,0.4279475983,0.3779385172,0.05212355212,0.3430079156,0.2745098039,-0.319391635,-0.3805970149,0.3892607944,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,-0.1552632643,train
0.5566037736,1,-0.6802197802,-0.4321049975,-0.5,-0.5822416303,-0.9638336347,-0.7702702703,0.1688654354,-0.3921568627,-0.3726235741,-0.447761194,-0.4330314545,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0.07470807946,train
1.481132075,0.6666666667,0,0.4078748107,0,-0.5240174672,-0.6799276673,-0.916988417,0.3218997361,-0.3921568627,0.03041825095,0.007462686567,-0.451492426,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,-0.04996029226,train
0,0,0.4956043956,0.1474003029,0.5,0.02037845706,-0.3056057866,0.2548262548,-0.7018469657,-0.3921568627,0.4258555133,0.4253731343,-0.2375059637,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,-0.07925294104,train
0.7028301887,0.7916666667,0.06043956044,-0.2433114589,-0.5,1.475982533,0.5895117541,1.137065637,0.5224274406,-0.3921568627,-0.08365019011,-0.1417910448,2.94979915,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,-0.1247867344,train
1.056603774,1.458333333,-0.232967033,-0.4351337708,0.5,0.6433770015,0.8499095841,1.507722008,-0.7493403694,-0.3921568627,0.5399239544,0.4402985075,1.22415464,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,-0.1524019679,train
1.075471698,0.9166666667,0.2582417582,-0.08379606259,0,0.576419214,0.2079566004,1.200772201,-0.6701846966,1.058823529,0.144486692,0.08208955224,1.183808871,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,-0.1428704798,train
0,0,1.134065934,1.795053004,-0.5,-0.2008733624,-0.130198915,-0.1698841699,-0.4749340369,-0.3921568627,0.1825095057,0.2686567164,0.06224228122,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,-0.05656693755,train
1.853773585,0.8333333333,0.5472527473,0.6784452297,0.5,-0.4657933042,-0.1826401447,0.2239382239,-0.005277044855,-0.3921568627,-0.8593155894,-0.8582089552,-0.2271972124,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,-0.1076861927,train
0.7405660377,1.333333333,1.075824176,1.284199899,0,-0.2940320233,-0.6292947559,-0.5579150579,-0.8548812665,0.862745098,-0.09885931559,0.03731343284,-0.436856768,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,-0.02263833276,train
0,0,-0.6340659341,-0.5320545179,-0.5,0.308588064,0.3092224231,0.07142857143,0.1477572559,0.2352941176,-0.3954372624,-0.4850746269,0.695335929,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,-0.1143327771,train
0.7405660377,1.333333333,-0.1769230769,-0.04946996466,0,-0.2532751092,-0.5985533454,-0.3629343629,0.6437994723,0.9019607843,0.7604562738,0.6865671642,-0.2029833612,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,-0.101044216,train
0,0,-0.1373626374,0.1807168097,0,-0.4861717613,-0.4303797468,0.3108108108,0.8548812665,-0.3921568627,-0.2813688213,-0.276119403,-0.3748221527,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0.01960415911,train
1.372641509,1.125,-0.2626373626,0.08076728925,0.5,-0.7045123726,-0.6401446655,-0.9285714286,0.327176781,-0.3921568627,-0.63878327,-0.6791044776,-0.5333884269,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,-0.06034420982,train
0,0,0.07472527473,-0.07370015144,-0.5,0.7365356623,0.9566003617,0.667953668,0.8548812665,0.7450980392,0.1901140684,0.1492537313,0.7248223657,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,-0.08682689479,train
0.679245283,1.458333333,0.6802197802,1.802120141,0,-0.6754002911,-0.8173598553,-0.6235521236,0.4432717678,-0.3921568627,0.8060836502,0.8955223881,-0.4678128408,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,-0.003840894915,train
0,0,1.06043956,1.975769813,0,-0.5647743814,-0.6690777577,-0.3146718147,-0.4485488127,-0.3921568627,0.9201520913,1.149253731,-0.4849596596,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0.06539070929,train
0,0,-0.1461538462,-0.3372034326,-0.5,1.388646288,1.377938517,-0.1467181467,0.765171504,0.431372549,0.4866920152,0.3955223881,2.150515225,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,-0.1457289308,train
1.424528302,1.083333333,-0.2571428571,-0.2756183746,0.5,-0.1659388646,0.5189873418,0.5193050193,1.034300792,0.2745098039,0.03041825095,-0.05223880597,0.1082557337,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,-0.144776019,train
0,0,-0.743956044,-0.5461887935,-0.5,-0.634643377,-0.9457504521,-0.694980695,-0.8496042216,-0.3921568627,-0.07604562738,-0.1567164179,-0.5323202784,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0.2719584241,train
0,0,0.4923076923,0.4603735487,-0.5,0.2998544396,1.009041591,0.6640926641,-0.5593667546,1.019607843,0.0608365019,0.07462686567,0.3947910987,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,-0.07263063942,train
0,0,0.910989011,0.2564361434,0.5,0.2416302766,0.7305605787,0.06370656371,-0.5646437995,0.8235294118,-0.2965779468,-0.3059701493,-0.08546785544,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,-0.1257376601,train
0,0,-0.08351648352,0.2897526502,-0.5,-0.2561863173,-0.1121157324,-0.5115830116,-0.7915567282,1.176470588,0.6235741445,0.6119402985,-0.3210430582,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0.005544012286,train
0,0,-0.3010989011,-0.2695608279,0.5,-0.2707423581,-0.6962025316,-0.5849420849,0.4168865435,-0.3921568627,-0.0608365019,-0.1268656716,-0.3394784709,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,-0.101044216,train
2.056603774,0.75,0.321978022,0.0514891469,0.5,-0.005822416303,0.05063291139,1.395752896,-0.6754617414,-0.3921568627,0.2661596958,0.2462686567,-0.03950552072,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,-0.09061611809,train
1.948113208,0.7916666667,-0.621978022,-0.593639576,0.5,0.4104803493,1.459312839,0.6756756757,-0.4274406332,-0.3921568627,0.7224334601,0.6119402985,0.196368934,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,-0.1209839755,train
0.4056603774,1.375,0.3373626374,3.791014639,-0.5,-0.9490538574,-0.8535262206,-0.7335907336,0.8970976253,0.07843137255,0.7452471483,1.067164179,-0.6020055207,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0.3328888574,train
0,0,0.7945054945,0.2857142857,0.5,0.09315866084,-0.1392405063,-0.1930501931,-0.8707124011,0.3137254902,0.8136882129,0.7985074627,-0.270587684,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,-0.1048390674,train
0,0,0.09010989011,-0.2544169611,0,0.9082969432,0.2314647378,0.6833976834,0.2269129288,0.2352941176,-0.4030418251,-0.4701492537,1.299577852,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,-0.1495415257,train
0.4433962264,1.25,-0.5131868132,-0.1060070671,-0.5,-0.5851528384,-0.678119349,-0.7451737452,0.4116094987,0.9803921569,-0.6692015209,-0.6940298507,-0.5089786243,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0.122086234,train
1.127358491,0.875,-0.2791208791,-0.1231701161,0,-0.308588064,0.00904159132,-0.3687258687,-0.4116094987,0,0.3269961977,0.2462686567,-0.1558868508,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,-0.1124332824,train
0,0,0.878021978,0.5774861181,-1,1.531295488,0.6528028933,0.7586872587,-0.5435356201,-0.3921568627,-0.8669201521,-0.6865671642,1.638874216,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0.02335004949,train
0,0,0.678021978,1.480060575,0.5,-0.7278020378,-0.7341772152,-0.8223938224,0.6754617414,-0.3921568627,0.4258555133,0.5671641791,-0.5891185166,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.04018845628,train
0.9528301887,0.5833333333,-0.5835164835,-0.1181221605,-0.5,-0.7452692868,-0.9113924051,-0.4980694981,-0.7440633245,0.07843137255,-0.5171102662,-0.5447761194,-0.5378399332,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0.2133921229,train
0,0,0.6527472527,0.005047955578,0,0.9403202329,0.226039783,0.6583011583,-0.253298153,-0.3921568627,0.783269962,0.7686567164,0.506595258,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,-0.09440684059,train
0,0,0.5692307692,1.300353357,-1,0.1659388646,0.5099457505,0.009652509653,0.9234828496,0.5882352941,0.1901140684,0.3358208955,0.167922957,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0.06166122267,train
0,0,0.2813186813,-0.1514386673,0.5,0.4250363901,0.3327305606,0.7915057915,-0.1741424802,-0.3921568627,0.5095057034,0.4402985075,0.6389050999,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,-0.1438232021,train
1.033018868,0.9583333333,0.2241758242,1.224634023,0,-0.7365356623,-0.8300180832,-0.332046332,-0.1266490765,-0.3921568627,0.5779467681,0.6044776119,-0.450827895,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,-0.005718979994,train
0,0,-0.7395604396,-0.5653710247,-1,-0.05531295488,0.04882459313,1.324324324,0.6860158311,0.6274509804,0.7376425856,0.6343283582,0.2815066538,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0.1332000691,train
0,0,0.2252747253,0.1827359919,-0.5,0.3784570597,0.04882459313,-0.1486486486,-0.05277044855,-0.3921568627,0.783269962,0.7462686567,0.591934254,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,-0.09061611809,train
0,0,0.9791208791,3.590106007,-1,-0.422125182,-0.6347197107,-0.7895752896,-0.5118733509,-0.3921568627,0.8365019011,1.559701493,-0.4396309723,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0.4473311751,train
1.193396226,1.291666667,0.2967032967,0.5401312468,0.5,-0.5443959243,-0.3037974684,-0.2297297297,-0.907651715,0.9411764706,-0.06844106464,-0.0671641791,-0.4824495638,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,-0.06317814162,train
0.4952830189,1.125,-0.07142857143,-0.236244321,-0.5,1.018922853,0.3074141049,1.241312741,-0.4749340369,-0.3921568627,-0.144486692,-0.2014925373,2.226787205,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,-0.1133829827,train
1.683962264,0.9166666667,-0.256043956,-0.428066633,0.5,0.5152838428,1.197106691,0.694980695,0.02110817942,1.137254902,0.4866920152,0.3955223881,0.2303153967,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,-0.1381082893,train
0.6367924528,0.875,0.03846153846,-0.1211509339,-0.5,0.8180494905,0.6329113924,0.5231660232,0.2744063325,0.1960784314,0.6235741445,0.5746268657,0.6747226861,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,-0.08682689479,train
1.028301887,1.5,0.2879120879,-0.1877839475,0.5,0.5618631732,-0.03797468354,0.3378378378,-0.9498680739,0.7450980392,0.1140684411,0.0447761194,0.5123705016,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,-0.1524019679,train
2.179245283,0.7083333333,-0.3868131868,-0.3523472993,0.5,-0.2328966521,-0.07956600362,-0.07915057915,-0.2691292876,-0.3921568627,0.63878327,0.5597014925,-0.3584282562,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,-0.06412297185,train
0,0,0.6967032967,0.209994952,0.5,0.1193595342,-0.1157323689,-0.1872586873,0.2374670185,-0.3921568627,-0.9049429658,-0.8731343284,-0.2580808683,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,-0.08682689479,train
0,0,-0.167032967,-0.3997980818,0.5,0.596797671,1.090415913,0.6138996139,-0.0580474934,-0.3921568627,0.3269961977,0.2388059701,0.8773854962,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,-0.1552632643,train
1.193396226,1.291666667,-0.2318681319,-0.349318526,0.5,0.1484716157,1.054249548,1.196911197,-0.1319261214,-0.3921568627,-0.3422053232,-0.4179104478,0.6365856308,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,-0.1457289308,train
0,0,-0.6571428571,-0.5532559313,0,-0.08442503639,-0.1356238698,0.4787644788,0.7335092348,-0.3921568627,0.6996197719,0.5895522388,0.2057948388,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,-0.1029414538,train
0,0,-0.2197802198,-0.09893992933,0.5,-0.4570596798,-0.4936708861,-0.9382239382,1.013192612,-0.3921568627,0.1977186312,0.1641791045,-0.5409485329,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,-0.02357917343,train
0,0,1.11978022,0.1807168097,0,1.056768559,0.3725135624,0.4208494208,0.2427440633,-0.3921568627,-0.9049429658,-0.8656716418,0.5271073303,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,-0.1038902136,train
0,0,-0.410989011,0.3765774861,-1,-0.5123726346,-0.2766726944,-0.528957529,-0.8548812665,0.2352941176,-0.7604562738,-0.7686567164,-0.2102506049,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0.09424511308,train
0,0,-0.5802197802,-0.5633518425,-0.5,1.350800582,1.188065099,0.7239382239,-0.02110817942,0.2745098039,-0.5247148289,-0.6119402985,2.686036754,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,-0.1457289308,train
0.9764150943,1.583333333,1.00989011,0.3725391217,0.5,0.1513828239,0.4086799277,1.048262548,0.03693931398,0.7058823529,0.7908745247,0.776119403,0.01815639483,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,-0.1190831619,train
0,0,-0.3978021978,0.1716304897,-1,-0.288209607,-0.3508137432,0.1756756757,0.4432717678,-0.3921568627,-0.3954372624,-0.3432835821,-0.1767844363,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0.2983788734,train
1.948113208,0.7916666667,0.6461538462,1.477031802,0.5,-0.7394468705,-0.3291139241,-0.5019305019,0.06332453826,-0.3921568627,0.1825095057,0.2910447761,-0.5541401138,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0.01304532486,train
0.5141509434,1.083333333,0.4065934066,0.1201413428,-0.5,0.8296943231,0.7866184448,-0.1930501931,-0.1899736148,-0.3921568627,-0.7680608365,-0.7462686567,0.4558789701,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,-0.06695802173,train
0,0,1.107692308,2.424028269,-1,0,-0.2097649186,0.5154440154,0.03166226913,0.2352941176,-0.7072243346,-0.3432835821,0.09062649094,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0.1332000691,train
0,0,-0.256043956,-0.02120141343,0,-0.4250363901,-0.5967450271,-0.02316602317,-0.9604221636,0.862745098,0.9733840304,0.8955223881,-0.219002394,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,-0.09061611809,train
1.825471698,0.5416666667,0.243956044,0.9136799596,0,-0.6113537118,-0.6636528029,-0.2027027027,-0.944591029,-0.3921568627,0.1596958175,0.2611940299,-0.4868861607,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0.07470807946,train
1.853773585,0.8333333333,0.6472527473,0.9045936396,0.5,-0.5327510917,-0.9367088608,-0.7007722008,-0.5277044855,-0.3921568627,-0.2205323194,-0.07462686567,-0.5547513972,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0.04018845628,train
0,0,0.8978021978,1.258960121,-1,0.5560407569,0.05424954792,0.1969111969,-0.907651715,-0.3921568627,0.3574144487,0.6417910448,0.4153553537,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0.1211594989,train
0,0,-0.5417582418,-0.5795053004,0.5,0.8238719068,0.3851717902,0.6756756757,-0.1635883905,0.8235294118,-0.897338403,-0.9776119403,0.9581696855,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,-0.1600339914,train
1,1.541666667,1.046153846,2.546188794,0.5,-0.8238719068,-0.7685352622,-0.7413127413,-0.1530343008,0.5490196078,-0.5551330798,-0.4850746269,-0.5523648361,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,-0.07073939366,train
0,0,-0.7120879121,-0.6350328117,0.5,0.3144104803,0.3598553345,-0.388030888,-0.5329815303,-0.3921568627,-0.8136882129,-0.8955223881,0.1602957589,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,-0.1438232021,train
1.316037736,0.75,-0.2065934066,-0.296819788,0,0.3377001456,0.8535262206,1.474903475,-0.9762532982,-0.3921568627,-0.7224334601,-0.7835820896,1.160561997,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,-0.1352521107,train
0,0,1.034065934,1.898031297,-1,0.2066957787,0.9529837251,0.5250965251,-0.2796833773,-0.3921568627,0.3726235741,0.6567164179,0.4141285271,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0.09981981319,train
0,0,-0.6175824176,-0.559313478,-0.5,0.8471615721,0.2567811935,0.4922779923,-0.2480211082,-0.3921568627,0.0608365019,-0.0223880597,0.613602866,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,-0.04713026684,train
0,0,0.4637362637,1.114588592,-0.5,-0.308588064,-0.2893309222,0.3783783784,0.7018469657,1.098039216,-0.3041825095,-0.2014925373,-0.2067532971,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0.02615850649,train
0.5330188679,1.041666667,0.1208791209,0.4896516911,-0.5,-0.1892285298,0.7974683544,0.2586872587,0.5593667546,-0.3921568627,-0.783269962,-0.7910447761,0.366774298,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,-0.07546820822,train
0.4575471698,1.208333333,0.9263736264,1.183240787,-0.5,0.005822416303,0.4412296564,-0.2471042471,-0.8337730871,0.1568627451,-0.5475285171,-0.4552238806,-0.09078516903,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,-0.04524404752,train
0.4575471698,1.208333333,-0.07142857143,0.6148409894,-0.5,-0.5065502183,-0.6943942134,-0.3030888031,0.3535620053,-0.3921568627,-0.2509505703,-0.1492537313,-0.4289771759,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0.1766055506,train
0,0,0.07362637363,-0.3331650681,0,1.350800582,0.8860759494,0.3146718147,0.1002638522,-0.3921568627,0.3802281369,0.3208955224,0.7738475072,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,-0.1162326484,train
0,0,-0.6164835165,-0.5350832913,-1,1.41775837,1.061482821,0.4092664093,0.981530343,0.7843137255,-0.5323193916,-0.6044776119,1.458143062,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,-0.03676065291,train
0,0,0.6725274725,1.544674407,-0.5,-0.3697234352,-0.4665461121,0.2065637066,-0.1635883905,0.4705882353,0.4790874525,0.6194029851,-0.2808953704,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0.0383189829,train
0,0,-0.5175824176,-0.4644119132,-0.5,0.5589519651,0.7088607595,1.297297297,-0.9129287599,0.2352941176,0.9885931559,0.8805970149,1.718138717,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,-0.1285910033,train
1.764150943,0.875,1.063736264,2.740030288,0.5,-0.8471615721,-0.938517179,-0.6737451737,1.013192612,0.7450980392,0.8441064639,1.074626866,-0.6056125187,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0.06259373044,train
0,0,-0.556043956,-0.5653710247,0.5,0.4745269287,0.2097649186,-0.167953668,-0.7598944591,-0.3921568627,-0.5095057034,-0.5895522388,-0.08949976997,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,-0.1105341643,train
2.179245283,0.7083333333,0.2879120879,0.09893992933,0.5,-0.1222707424,-0.003616636528,-0.3918918919,-0.2744063325,1.176470588,-0.6768060837,-0.6940298507,-0.3596231342,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,-0.09914735378,train
0,0,-0.6186813187,-0.3432609793,-0.5,-0.5181950509,-0.5027124774,-0.3108108108,-0.1583113456,0.5882352941,0.752851711,0.671641791,-0.4205523276,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0.08587697639,train
0,0,-0.7098901099,-0.6108026249,0.5,-0.1834061135,-0.3037974684,0.1930501931,-0.6701846966,0.1176470588,0.174904943,0.07462686567,-0.3211271895,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,-0.09061611809,train
1.028301887,1.5,-0.01648351648,0.5300353357,0.5,-0.7569141194,-0.904159132,-0.5463320463,-0.5751978892,-0.3921568627,0.5931558935,0.6343283582,-0.5814923835,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0.07098221864,train
0.6603773585,1.5,0.2252747253,-0.06562342251,0,0.4628820961,-0.05244122966,0.04633204633,0.9973614776,-0.3921568627,-0.6920152091,-0.6940298507,0.02739167291,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,-0.07168496987,train
0,0,0.521978022,0.3099444725,-0.5,0.5851528384,0.1283905967,0.2702702703,0.617414248,-0.3921568627,0.3954372624,0.3805970149,1.033519416,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,-0.09725086703,train
0.2028301887,1.208333333,0.2791208791,1.603230692,-1,-0.2998544396,-0.5316455696,-0.5714285714,0.7810026385,-0.3921568627,-0.4486692015,-0.08955223881,-0.347035382,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0.3708874097,train
0.391509434,1.416666667,0.04725274725,0.1332660273,-0.5,0.1717612809,-0.04339963834,-0.2374517375,-0.6965699208,-0.3921568627,0,-0.03731343284,0.3503793365,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,-0.0820924721,train
0.7830188679,0.7083333333,-0.2241758242,0.004038364462,-0.5,-0.1077147016,0.3056057866,-0.2528957529,0.3060686016,0.3137254902,-0.1216730038,-0.1791044776,0.1855447451,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,-0.09440684059,train
0,0,1.021978022,0.0323069157,0.5,0.8588064047,0.6763110307,0.07722007722,0.5646437995,-0.3921568627,-0.3041825095,-0.3507462687,0.7948973811,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,-0.1562172197,train
0,0,1.079120879,0.5845532559,0.5,-0.04657933042,0.06871609403,-0.6196911197,0.4327176781,0.9803921569,0.3802281369,0.3432835821,-0.1534651462,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,-0.1438232021,train
1.424528302,1.083333333,0.5472527473,0.5946491671,0.5,-0.4104803493,-0.0452079566,-0.332046332,-0.03166226913,0.9019607843,-0.3650190114,-0.3507462687,-0.4410739845,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,-0.0820924721,train
0,0,-0.09010989011,-0.2332155477,0,0.3784570597,0.6582278481,-0.04826254826,-0.5751978892,0.07843137255,0.3650190114,0.2985074627,0.0553861096,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,-0.1095847463,train
0,0,0.6571428571,0.6501766784,-1,1.024745269,1.318264014,0.3996138996,-0.5065963061,0.862745098,-0.6920152091,-0.6044776119,1.150581252,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,-0.02546113199,train
0,0,0.6846153846,0.7450782433,0,-0.2008733624,-0.3960216998,0.1833976834,0.5699208443,-0.3921568627,-0.6159695817,-0.5895522388,-0.001991463332,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,-0.08777406013,train
0,0,0.3230769231,0.2816759213,0,-0.06695778748,0.3942133816,-0.1698841699,-0.6754617414,-0.3921568627,0.6235741445,0.6194029851,-0.2076861965,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,-0.05751111602,train
0,0,0.1351648352,-0.1181221605,0,0.4570596798,1.084990958,0.6718146718,1.060686016,-0.3921568627,-0.6235741445,-0.671641791,1.023400227,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,-0.1362040756,train
0,0,0.1351648352,0.5885916204,0.5,-0.6812227074,-0.5623869801,-0.2104247104,0.9762532982,0.1176470588,0.8745247148,0.8731343284,-0.5282809092,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,-0.02452010651,train
0,0,0.9010989011,0.2352347299,0.5,0.2678311499,0.5949367089,0.7297297297,-0.3482849604,1.137254902,0.4942965779,0.4701492537,0.03880691112,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,-0.1266886801,train
0,0,-0.6373626374,-0.523977789,0.5,-0.4017467249,-0.1934900542,0.4594594595,-0.691292876,-0.3921568627,-0.5019011407,-0.5820895522,-0.1472404921,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,-0.1057880152,train
1.056603774,1.458333333,-0.4406593407,-0.2372539122,0.5,-0.6113537118,-0.6075949367,-0.7335907336,0.01055408971,0,0.4790874525,0.3880597015,-0.477963979,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,-0.09914735378,train
0.9528301887,0.5833333333,0.8879120879,4.985360929,-0.5,-0.8879184862,-0.931283906,-0.5405405405,0.5435356201,0.1960784314,0.9049429658,1.141791045,-0.5146633469,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0.09610370687,train
