Heat Load (W),Heat Flux (W/cmÂ²),Heat Pipe Length,Heat Pipe Diameter,Heat Pipe Width,Heat Pipe Thickness,Evaporator Length,Condenser Length,Adiabatic Length,Working Fluid,Heat Pipe Material,Wick Structure,Wick Material,Fill Ratio,Orientation,Cooling Method,Air Velocity,Ambient Temperature,Maximum Temperature,Average Temperature,Thermal Resistance,Effective Thermal Conductivity,Pressure Drop,Efficiency
109.5,6.7,177.9,10,21.2,3.7,52,59.7,66.2,Water,Copper,Grooved,Copper,66.5,Horizontal,Natural Convection,0,22.6,23.4,23.1,0.0074,676632,,
123.6,13.52,183.8,10,39.3,2,29.1,70.1,84.6,Methanol,Copper,Grooved,Copper,49.5,Vertical (Bottom Heat),Natural Convection,0,20.7,21.9,21.2,0.0094,416117,870669206.7,
23.7,1.72,258.5,8,17.3,2.9,54.9,122.8,80.8,Acetone,Aluminum,Grooved,Aluminum,59.1,Vertical (Bottom Heat),Forced Convection,1.6,22,22.2,22,0.0091,691341,,
7.7,0.52,326.4,6,14.9,1.9,78.2,127.1,121.1,Ammonia,Aluminum,Grooved,Aluminum,67.1,Horizontal,Natural Convection,0,34.3,34.4,34.3,0.0139,1554720,30800188.2,96.4
77.7,4.06,217.2,10,,,60.9,107.2,49.1,Water,Copper,Grooved,Copper,57.7,Horizontal,Natural Convection,0,41,41.4,41.2,0.0053,864529,,95.9
28.6,2.26,186.7,10,23.8,3.3,40.3,71.2,75.2,Ammonia,Copper,Grooved,Copper,37.9,Horizontal,Forced Convection,2.8,44.7,44.9,44.8,0.0062,562493,,97.1
172.2,9.18,340.1,10,43.6,1.8,59.7,119.2,161.2,Water,Aluminum,Grooved,Aluminum,62.6,Vertical (Bottom Heat),Natural Convection,0,38.6,40.1,39.3,0.0089,943479,,
5.4,0.33,202.7,10,23.1,3.4,51.6,99.5,51.6,Acetone,Copper,Grooved,Copper,35.9,Horizontal,Forced Convection,1,31.8,31.8,31.8,0.0048,699055,,
46.7,2.57,329.5,10,23.1,3.4,57.9,138.9,132.7,Methanol,Copper,Grooved,Copper,58.4,Vertical (Bottom Heat),Forced Convection,2.3,26.2,26.4,26.3,0.0041,1425769,,97.3
106.6,26.3,102.7,6,,,21.5,35.3,45.9,Water,Aluminum,Grooved,Aluminum,31.8,Horizontal,Forced Convection,1.8,29.6,33.8,31.2,0.0397,141996,,
8.6,0.83,284.2,6,,,54.7,138.6,90.9,Methanol,Aluminum,Grooved,Aluminum,62.2,Vertical (Bottom Heat),Natural Convection,0,26.3,26.4,26.3,0.0166,911041,,
76.6,15.09,83.5,8,18.6,2.7,20.2,34.6,28.7,Water,Aluminum,Grooved,Aluminum,31.6,Vertical (Bottom Heat),Natural Convection,0,42.7,45.5,44.1,0.036,84207,,97.8
50.5,2.56,318.2,10,35.7,2.2,62.8,146.4,109,Water,Aluminum,Grooved,Aluminum,50,Horizontal,Forced Convection,3.9,38.4,38.7,38.5,0.0062,845725,94034507.8,95.4
22.4,1.32,202.6,10,,,54.1,82.1,66.4,Ammonia,Copper,Grooved,Copper,56.5,Horizontal,Forced Convection,2.4,25.1,25.2,25.1,0.005,775611,27754130.6,
97.4,34.3,91.4,4,9.7,1.3,22.6,35.3,33.5,Water,Aluminum,Grooved,Aluminum,55.2,Horizontal,Forced Convection,1.6,30.4,37.3,33.1,0.0711,142838,201021323.5,
174.9,35.69,85.4,10,,,15.6,32.1,37.7,Water,Copper,Grooved,Copper,52.3,Horizontal,Natural Convection,0,34.6,38,36.2,0.0197,102372,,95.1
91.4,5.87,273.5,8,15.7,3.2,62,133.7,77.8,Water,Aluminum,Grooved,Aluminum,43.1,Horizontal,Natural Convection,0,39.9,40.9,40.4,0.0105,809228,,
82.7,9.01,311.7,6,17.7,1.6,48.7,122.3,140.7,Water,Aluminum,Grooved,Aluminum,30.1,Vertical (Bottom Heat),Natural Convection,0,21.4,23,22.1,0.0191,979164,,
175,21.16,113.2,8,,,32.9,44.9,35.4,Acetone,Copper,Grooved,Copper,34.6,Vertical (Bottom Heat),Natural Convection,0,41.4,43.7,42.6,0.0134,306957,364967020.2,94.8
58.6,2.84,310.9,10,,,65.6,140.5,104.8,Ammonia,Copper,Grooved,Copper,48.5,Vertical (Bottom Heat),Natural Convection,0,36.3,36.6,36.5,0.0044,1453329,,
26.2,2.24,235,6,21.7,1.3,62,83.5,89.5,Ammonia,Copper,Grooved,Copper,59.4,Vertical (Bottom Heat),Natural Convection,0,33.2,33.5,33.4,0.0112,1511727,75899845.9,
55,14.12,176.2,4,,,31,66.7,78.5,Water,Aluminum,Grooved,Aluminum,69.9,Horizontal,Forced Convection,3.5,21.2,23.7,22,0.0458,399526,312549654.2,
95.5,3.13,331.2,10,20.7,3.8,97.2,115.5,118.5,Acetone,Copper,Grooved,Copper,46.4,Vertical (Bottom Heat),Natural Convection,0,43.9,44.3,44.1,0.004,2328629,,
92.5,12.15,209.6,6,13.5,2.1,40.4,74.9,94.3,Methanol,Aluminum,Grooved,Aluminum,38.9,Vertical (Bottom Heat),Forced Convection,2.8,35.5,37.3,36.1,0.0198,545144,1386871983,
118.1,16.37,267.2,4,,,57.4,80.2,129.6,Water,Copper,Grooved,Copper,41.7,Horizontal,Natural Convection,0,23.5,26.1,24.9,0.0222,1948955,829195994,
90,11.07,312,4,,,64.7,113,134.3,Water,Copper,Grooved,Copper,54,Horizontal,Natural Convection,0,40.8,42.3,41.5,0.0172,2470919,,96.4
120.1,18.29,132.5,10,,,20.9,63.5,48.1,Methanol,Aluminum,Grooved,Aluminum,48.3,Vertical (Bottom Heat),Natural Convection,0,21,23.7,22.1,0.0225,118874,569764075.6,
72.3,12.05,94,10,21.8,3.6,19.1,30.2,44.7,Methanol,Aluminum,Grooved,Aluminum,38.7,Horizontal,Natural Convection,0,39.8,41.9,40.9,0.0284,83431,252263033.8,
17.4,2.85,110.8,6,15.7,1.8,32.4,34.6,43.8,Acetone,Aluminum,Grooved,Aluminum,49.2,Horizontal,Natural Convection,0,36.3,37,36.7,0.0374,222389,59215974.6,
40.9,3.07,203.9,8,14.8,3.4,53,86.3,64.6,Water,Aluminum,Grooved,Aluminum,35.4,Vertical (Bottom Heat),Forced Convection,1.1,22.2,22.6,22.3,0.0109,528678,89028768,97.7
14.4,2.67,229.8,4,7,1.8,42.9,70.3,116.6,Ammonia,Copper,Grooved,Copper,34.3,Horizontal,Natural Convection,0,33.2,33.6,33.4,0.0282,1271331,,95.5
81.5,3.08,301.1,10,21.2,3.7,84.3,101.7,115.1,Water,Aluminum,Grooved,Aluminum,41.7,Vertical (Bottom Heat),Forced Convection,4,39,39.5,39.2,0.0059,1106049,,
124.8,18.31,88,10,37.4,2.1,21.7,39.2,27.1,Water,Aluminum,Grooved,Aluminum,67.9,Vertical (Bottom Heat),Natural Convection,0,42.5,45.5,43.9,0.0242,78739,48908021.7,
161.7,14.58,176.6,10,35.7,2.2,35.3,80.2,61.1,Acetone,Aluminum,Grooved,Aluminum,45.1,Vertical (Bottom Heat),Natural Convection,0,25,27.2,25.9,0.0135,264228,,95.9
42.3,9.3,102.1,8,,,18.1,50.1,33.9,Water,Aluminum,Grooved,Aluminum,42.3,Anti-Gravity (Top Heat),Forced Convection,4,24.7,25.8,25,0.0269,91452,,
42.4,9.7,131.3,4,,,34.8,54.7,41.8,Water,Aluminum,Grooved,Aluminum,48.2,Anti-Gravity (Top Heat),Natural Convection,0,42.7,45.1,43.9,0.0566,304827,,
26,1.35,208.4,10,,,61.2,73.8,73.4,Methanol,Aluminum,Grooved,Aluminum,55.4,Vertical (Bottom Heat),Natural Convection,0,24.1,24.4,24.3,0.0102,543145,201376981.3,
35.8,2.15,227.2,10,31.4,2.5,53.1,94.5,79.6,Methanol,Copper,Grooved,Copper,57.8,Vertical (Bottom Heat),Natural Convection,0,27,27.2,27.1,0.0059,867942,,
95.8,3.91,261.9,10,29.1,2.7,78,113.1,70.8,Acetone,Aluminum,Grooved,Aluminum,57,Vertical (Bottom Heat),Natural Convection,0,45,45.7,45.4,0.0076,817184,343438235.5,
69.1,2.75,330.8,10,25.3,3.1,80,121.9,128.9,Water,Copper,Grooved,Copper,35.7,Vertical (Bottom Heat),Forced Convection,3.1,37.4,37.6,37.5,0.0034,1960434,,
88.7,6.29,162.6,10,,,44.9,74.9,42.8,Acetone,Copper,Grooved,Copper,31,Vertical (Bottom Heat),Forced Convection,1,20.9,21.4,21.1,0.0057,491317,,
169.8,41.32,88.8,6,14.1,2,21.8,41.8,25.2,Water,Copper,Grooved,Copper,36.5,Vertical (Bottom Heat),Natural Convection,0,32.9,37.3,34.9,0.0258,186783,134386209.6,
82.8,9.72,119.3,8,31.4,1.6,33.9,39.5,45.9,Acetone,Aluminum,Grooved,Aluminum,33.3,Vertical (Bottom Heat),Forced Convection,3.7,28.2,29.8,28.9,0.019,207846,203115593.8,
33.2,4.37,99.7,10,31.4,2.5,24.2,47.5,28,Water,Aluminum,Grooved,Aluminum,49.9,Vertical (Bottom Heat),Natural Convection,0,24.1,24.8,24.4,0.0212,97415,25578114.6,95.8
118,7.86,256.9,10,,,47.8,118,91.1,Acetone,Copper,Grooved,Copper,54,Vertical (Bottom Heat),Natural Convection,0,41.7,42.4,42,0.0058,886172,,
74.5,10.05,113.4,8,13.2,3.8,29.5,56.5,27.4,Methanol,Copper,Grooved,Copper,60.3,Vertical (Bottom Heat),Forced Convection,1.7,26,26.8,26.3,0.0106,260807,,
82.6,4.52,266.5,10,29.1,2.7,58.2,107.8,100.5,Methanol,Copper,Grooved,Copper,59.7,Vertical (Bottom Heat),Forced Convection,2.9,21.8,22.1,21.9,0.0042,1137967,,
89,12.94,104.3,10,65.4,1.2,21.9,49.8,32.6,Acetone,Copper,Grooved,Copper,69.2,Horizontal,Forced Convection,3.8,41.4,42.3,41.6,0.0105,159720,,
136.1,14.18,179,8,,,38.2,58.3,82.5,Water,Copper,Grooved,Copper,60.4,Horizontal,Natural Convection,0,23.9,25.5,24.7,0.0115,627587,211267555.7,96
113,19.98,118.6,8,,,22.5,42.3,53.8,Water,Aluminum,Grooved,Aluminum,65,Vertical (Bottom Heat),Natural Convection,0,25.9,29.5,27.7,0.0316,144115,,
76.2,16.91,87.9,6,,,23.9,36.3,27.7,Water,Aluminum,Grooved,Aluminum,32.3,Horizontal,Natural Convection,0,39.6,43.1,41.4,0.0461,122795,,
28.2,2.15,207.1,10,49.1,1.6,41.8,82,83.3,Methanol,Aluminum,Grooved,Aluminum,45.1,Horizontal,Natural Convection,0,23.4,23.8,23.6,0.0128,382293,,
36.5,4.4,146.9,10,,,26.4,64.6,55.9,Acetone,Copper,Grooved,Copper,54.5,Vertical (Bottom Heat),Forced Convection,3.4,27.5,27.8,27.6,0.0085,285225,,
78.1,8.12,189.5,6,8.3,3.4,51,77.8,60.7,Methanol,Copper,Grooved,Copper,36.4,Vertical (Bottom Heat),Natural Convection,0,32,32.9,32.4,0.0121,958466,,95.8
174.9,72.87,117,4,,,19.1,39.7,58.2,Water,Copper,Grooved,Copper,56.1,Horizontal,Natural Convection,0,43.6,53.7,48.4,0.058,286356,,
57.4,5.01,258.7,8,,,45.6,83.6,129.5,Methanol,Copper,Grooved,Copper,34.4,Vertical (Bottom Heat),Natural Convection,0,28.2,28.7,28.4,0.0087,1111512,,94.8
12.2,0.73,204.8,10,,,52.9,93.9,58,Methanol,Copper,Grooved,Copper,45.6,Vertical (Bottom Heat),Forced Convection,2.2,33.9,34,34,0.0048,740664,85326726.5,97.6
142.5,11.64,301.4,8,,,48.7,128.7,124,Methanol,Copper,Grooved,Copper,62.6,Vertical (Bottom Heat),Natural Convection,0,43.7,44.8,44.2,0.0074,1300820,1922498596,
157.2,17.81,120.4,10,39.3,2,28.1,53.3,39,Acetone,Copper,Grooved,Copper,32.4,Vertical (Bottom Heat),Forced Convection,1.2,27.3,28.7,27.8,0.0091,238620,,
144.3,27.84,93.9,10,56.1,1.4,16.5,30.3,47.1,Water,Aluminum,Grooved,Aluminum,60.2,Horizontal,Forced Convection,1.4,27,30.8,28.4,0.0262,73341,,
67.3,12.89,126.8,6,9.7,2.9,27.7,41.8,57.3,Water,Aluminum,Grooved,Aluminum,56.3,Horizontal,Natural Convection,0,28.7,31.4,30.1,0.0398,226644,,
21.2,0.81,281.1,10,,,83.6,90.8,106.7,Water,Copper,Grooved,Copper,59.6,Horizontal,Natural Convection,0,24,24.1,24.1,0.0047,1728174,,
125.4,6.65,316.2,8,23.9,2.1,75,118.8,122.4,Water,Aluminum,Grooved,Aluminum,43.1,Vertical (Bottom Heat),Natural Convection,0,39.9,41.1,40.5,0.0094,1222186,,
15.9,0.63,343.6,10,23.1,3.4,79.9,164.6,99.1,Ammonia,Copper,Grooved,Copper,42,Horizontal,Natural Convection,0,28.7,28.8,28.8,0.0038,1885162,,
169.4,11.05,203.8,10,71.4,1.1,48.8,75.6,79.4,Methanol,Aluminum,Grooved,Aluminum,61.3,Vertical (Bottom Heat),Forced Convection,3.3,41.2,42.8,41.9,0.0094,435240,1144922551,95.7
73.3,4.03,262.4,10,,,57.9,127,77.5,Water,Copper,Grooved,Copper,66,Horizontal,Forced Convection,3.1,27.3,27.6,27.4,0.0041,1049086,,
50.4,4.07,248.2,10,30.2,2.6,39.4,108.9,99.9,Water,Copper,Grooved,Copper,69.2,Horizontal,Forced Convection,1.7,32.4,32.7,32.5,0.0055,731110,,
179.7,10.36,207.5,10,,,55.2,93.8,58.5,Water,Aluminum,Grooved,Aluminum,62.7,Vertical (Bottom Heat),Natural Convection,0,20.5,22.3,21.4,0.01,462872,,
66.5,18.5,152.9,4,7,1.8,28.6,73.7,50.6,Water,Aluminum,Grooved,Aluminum,58.8,Vertical (Bottom Heat),Forced Convection,3.3,34.3,37.4,35.1,0.0459,294511,226551662.9,
24.8,6.39,86.4,6,,,20.6,39.8,26,Water,Aluminum,Grooved,Aluminum,46.3,Anti-Gravity (Top Heat),Forced Convection,2.6,27,27.9,27.3,0.0382,102904,,95.4
59.6,3.66,266.7,8,22.8,2.2,64.8,128.3,73.6,Ammonia,Copper,Grooved,Copper,34.7,Vertical (Bottom Heat),Forced Convection,2.4,24.2,24.5,24.3,0.0048,1385100,,
97.4,44.29,84.2,4,11.4,1.1,17.5,34.6,32.1,Water,Copper,Grooved,Copper,40,Anti-Gravity (Top Heat),Natural Convection,0,42.5,48.6,45.4,0.0628,174159,,97.2
125.6,17.91,108.5,8,,,27.9,45.9,34.7,Acetone,Aluminum,Grooved,Aluminum,51.4,Vertical (Bottom Heat),Forced Convection,1.3,38.9,41.5,39.9,0.0204,148277,,
171.7,19.52,124.5,8,15.7,3.2,35,45.4,44.1,Water,Aluminum,Grooved,Aluminum,33.4,Anti-Gravity (Top Heat),Forced Convection,3.2,30.7,33.9,32.1,0.0184,219245,,
64.6,8.75,84.9,10,,,23.5,31.7,29.7,Acetone,Aluminum,Grooved,Aluminum,30.4,Vertical (Bottom Heat),Natural Convection,0,40.5,42.2,41.4,0.0262,84806,,
42.7,4.77,252.3,6,,,47.5,124.3,80.5,Ammonia,Copper,Grooved,Copper,36.4,Horizontal,Natural Convection,0,22.8,23.3,23,0.0111,1187820,127701687.1,
143.2,12.49,151.6,10,29.1,2.7,36.5,63.2,51.9,Water,Copper,Grooved,Copper,32.1,Vertical (Bottom Heat),Forced Convection,1.8,26,27,26.4,0.0068,395954,,
177,24.58,175.4,6,,,38.2,73,64.2,Water,Copper,Grooved,Copper,40.6,Horizontal,Natural Convection,0,34.4,37,35.6,0.0148,687903,,
51.4,2.17,312.8,10,,,75.3,99.4,138.1,Water,Copper,Grooved,Copper,51.9,Vertical (Bottom Heat),Natural Convection,0,24.4,24.6,24.5,0.0047,1809890,,97.5
38.6,2.24,343.7,6,11.3,2.5,91.5,153.4,98.8,Water,Aluminum,Grooved,Aluminum,49.9,Vertical (Bottom Heat),Natural Convection,0,41.6,42,41.8,0.0111,1799511,141828944.1,
23.8,5.74,88.6,8,18.6,2.7,16.5,36,36.1,Water,Aluminum,Grooved,Aluminum,60,Vertical (Bottom Heat),Natural Convection,0,29.9,30.9,30.4,0.041,76441,,
178.5,54.42,94.6,6,21.7,1.3,17.4,40.6,36.6,Water,Aluminum,Grooved,Aluminum,60.9,Vertical (Bottom Heat),Forced Convection,2.6,26.7,34.1,28.8,0.0415,101464,,97.3
161.6,23.05,170.4,8,38.7,1.3,27.9,84.7,57.8,Water,Aluminum,Grooved,Aluminum,59.9,Vertical (Bottom Heat),Natural Convection,0,28.8,32.3,30.2,0.0216,236549,,
141.2,10.52,290.8,8,,,53.4,127.8,109.6,Water,Copper,Grooved,Copper,49.4,Horizontal,Natural Convection,0,31.4,32.4,31.8,0.0068,1343322,,
139.2,7.43,277,8,45.7,1.1,74.5,130.2,72.3,Water,Aluminum,Grooved,Aluminum,57.8,Vertical (Bottom Heat),Forced Convection,3.4,42.1,43.1,42.4,0.0074,966868,,95.1
11.3,1.4,262.8,6,,,42.8,98.4,121.6,Water,Copper,Grooved,Copper,66.2,Horizontal,Natural Convection,0,44.8,44.9,44.8,0.0125,1236499,,
148.1,11.53,155.5,10,30.2,2.6,40.9,69.3,45.3,Acetone,Copper,Grooved,Copper,47.1,Vertical (Bottom Heat),Forced Convection,3.4,32,32.9,32.3,0.0063,437521,,
128.6,27.51,96.8,8,26.5,1.9,18.6,44.8,33.4,Methanol,Copper,Grooved,Copper,36.9,Vertical (Bottom Heat),Forced Convection,2.9,37.5,39.6,38.1,0.0162,152060,,
96,15.85,130.1,8,38.7,1.3,24.1,43.5,62.5,Acetone,Aluminum,Grooved,Aluminum,31.7,Vertical (Bottom Heat),Natural Convection,0,34.1,36.9,35.5,0.0288,172267,,96
36.5,3.65,117.6,10,22.4,3.5,31.8,41.5,44.3,Water,Aluminum,Grooved,Aluminum,49.6,Vertical (Bottom Heat),Natural Convection,0,29.4,30.1,29.8,0.0189,162293,,
13.9,0.81,266,10,,,54.5,131.4,80.1,Ammonia,Aluminum,Grooved,Aluminum,54.4,Horizontal,Forced Convection,2.2,42.8,42.9,42.8,0.0073,594370,,
77.3,3.94,346.9,10,,,62.5,137.1,147.3,Acetone,Aluminum,Grooved,Aluminum,33.4,Vertical (Bottom Heat),Natural Convection,0,30.6,31.2,30.9,0.008,972658,427272560.9,97.4
16.4,2.26,233,6,,,38.5,106.5,88,Water,Aluminum,Grooved,Aluminum,43.5,Vertical (Bottom Heat),Natural Convection,0,30.5,30.9,30.7,0.0222,549248,,97.7
72.6,5.2,187.5,10,23.8,3.3,44.4,64.6,78.5,Water,Aluminum,Grooved,Aluminum,30.2,Vertical (Bottom Heat),Natural Convection,0,39.1,40.1,39.7,0.0131,372313,,
174.9,12.48,165.8,10,71.4,1.1,44.6,52.2,69,Methanol,Aluminum,Grooved,Aluminum,36.8,Vertical (Bottom Heat),Forced Convection,2.5,39.8,41.8,40.7,0.0112,329799,,
57.6,7.77,150.8,8,31.4,1.6,29.5,65,56.3,Methanol,Copper,Grooved,Copper,32.7,Horizontal,Forced Convection,3.1,33.7,34.3,33.9,0.0107,383615,,
24.5,1.06,282.9,10,,,73.4,101.5,108,Ammonia,Copper,Grooved,Copper,46.5,Vertical (Bottom Heat),Forced Convection,3.1,20.2,20.3,20.2,0.0039,1529186,44319160.5,
28,2.44,200.4,10,20.7,3.8,36.6,92.7,71.1,Ammonia,Copper,Grooved,Copper,42,Vertical (Bottom Heat),Natural Convection,0,29.6,29.8,29.7,0.0075,529591,,
154.2,9.28,292.7,8,12.9,3.9,66.1,119.5,107.1,Water,Copper,Grooved,Copper,56.5,Vertical (Bottom Heat),Natural Convection,0,20.9,21.9,21.4,0.0064,1660287,,96.6
157.9,47.96,101.8,4,,,26.2,36.8,38.8,Water,Aluminum,Grooved,Aluminum,61,Anti-Gravity (Top Heat),Natural Convection,0,27.3,40.1,34.2,0.081,186409,331172986.9,
35.6,2.49,214.5,10,56.1,1.4,45.6,91.3,77.6,Methanol,Aluminum,Grooved,Aluminum,60.6,Horizontal,Forced Convection,2.5,44.7,45,44.8,0.0088,419484,,
52.9,4.15,164.9,10,20.7,3.8,40.6,57.5,66.8,Methanol,Aluminum,Grooved,Aluminum,53,Horizontal,Natural Convection,0,35.7,36.5,36.1,0.0144,296260,,
162.7,23.08,152.6,6,,,37.4,74.9,40.3,Water,Aluminum,Grooved,Aluminum,55.3,Vertical (Bottom Heat),Forced Convection,3.9,24,27.4,25.1,0.0208,320645,,97.2
65.7,12.19,264.7,4,,,42.9,84.9,136.9,Water,Copper,Grooved,Copper,56.2,Vertical (Bottom Heat),Forced Convection,1.2,23.1,24.4,23.5,0.0197,1474224,547531219.8,94.7
85,8.07,238,6,,,55.9,76.1,106,Water,Aluminum,Grooved,Aluminum,31.4,Horizontal,Natural Convection,0,38.9,40.5,39.7,0.0194,854664,,
130.9,17.22,147.2,10,,,24.2,67.8,55.2,Acetone,Aluminum,Grooved,Aluminum,67.3,Vertical (Bottom Heat),Forced Convection,3.1,42.3,44.3,42.8,0.0155,154240,,
118.6,11.36,298.8,6,,,55.4,136,107.4,Water,Aluminum,Grooved,Aluminum,39,Horizontal,Forced Convection,3.6,32.8,34.4,33.3,0.0131,1000169,,96.9
14.4,1.3,137.6,10,,,35.3,48,54.3,Water,Copper,Grooved,Copper,54.4,Anti-Gravity (Top Heat),Forced Convection,3,27.2,27.3,27.2,0.0078,361098,,95
16.9,0.71,256.1,10,30.2,2.6,75.7,112.4,68,Acetone,Copper,Grooved,Copper,59.7,Horizontal,Forced Convection,3.2,40.7,40.8,40.8,0.0035,1307039,61109730.7,
10.8,1.06,140.7,8,,,40.5,63.6,36.6,Ammonia,Aluminum,Grooved,Aluminum,60.2,Horizontal,Natural Convection,0,23.4,23.6,23.5,0.0181,266689,,97.4
105.4,8.08,203.9,10,,,41.5,86.9,75.5,Acetone,Copper,Grooved,Copper,41.4,Vertical (Bottom Heat),Natural Convection,0,39.7,40.5,40.1,0.0073,617712,,
125.2,27.99,81.3,8,16.8,3,17.8,26.3,37.2,Water,Aluminum,Grooved,Aluminum,64.3,Vertical (Bottom Heat),Natural Convection,0,20.1,25.4,22.9,0.0424,78365,,96
171.4,18.67,163.7,6,,,48.7,58,57,Water,Aluminum,Grooved,Aluminum,42.5,Vertical (Bottom Heat),Forced Convection,3.3,38.1,41.6,39.8,0.0203,477717,,97.5
6.3,2.13,91.2,4,,,23.5,42.2,25.5,Ammonia,Aluminum,Grooved,Aluminum,64.8,Horizontal,Natural Convection,0,24.5,25,24.7,0.0843,138727,,
26.2,2.63,278.4,4,,,79.2,84.1,115.1,Water,Copper,Grooved,Copper,46,Vertical (Bottom Heat),Natural Convection,0,20.6,21.1,20.9,0.0172,2666714,256080276.2,97.6
164.1,15.83,240.6,6,9.1,3.1,55,75,110.6,Water,Aluminum,Grooved,Aluminum,58,Vertical (Bottom Heat),Forced Convection,1,37.3,40.1,38.5,0.0168,858528,,96.5
9.4,0.74,173.3,8,13.2,3.8,50.6,64.7,58,Water,Aluminum,Grooved,Aluminum,68.2,Horizontal,Forced Convection,2.1,39.1,39.2,39.1,0.013,434822,,
126.4,67.51,94.5,4,7,1.8,14.9,29.4,50.2,Water,Copper,Grooved,Copper,65.5,Horizontal,Natural Convection,0,41,50.2,45.3,0.073,184496,,
20.4,1.36,175.5,10,,,47.9,70.8,56.8,Water,Copper,Grooved,Copper,59.2,Horizontal,Forced Convection,3.6,26.8,26.9,26.8,0.0058,593144,28123070.3,96.8
77.6,5.46,267.3,10,,,45.2,119.9,102.2,Methanol,Copper,Grooved,Copper,42.3,Vertical (Bottom Heat),Natural Convection,0,38.3,38.8,38.5,0.0061,889798,,
27.3,2,269.8,6,7.1,4,72.3,98.3,99.2,Water,Copper,Grooved,Copper,64.2,Vertical (Bottom Heat),Natural Convection,0,40.6,40.8,40.7,0.0089,2005073,,96.2
175.4,23.9,97.9,8,16.8,3,29.2,45.5,23.2,Water,Copper,Grooved,Copper,59.7,Anti-Gravity (Top Heat),Forced Convection,3.1,42.8,44.9,43.6,0.0117,222169,,
15.4,3.56,99.4,8,,,17.2,42.3,39.9,Water,Copper,Grooved,Copper,42,Anti-Gravity (Top Heat),Forced Convection,1.1,25.9,26.2,26,0.0177,150525,,
86,10.18,293.9,4,9.7,1.3,67.2,99.7,127,Water,Aluminum,Grooved,Aluminum,64.3,Vertical (Bottom Heat),Natural Convection,0,28.5,31.1,29.8,0.0308,1431253,,
71.2,3.83,281,8,50.3,1,73.9,132.2,74.9,Methanol,Copper,Grooved,Copper,46.8,Vertical (Bottom Heat),Forced Convection,3.3,44.6,44.9,44.7,0.0044,1651446,,95.7
43.3,4.3,167.9,8,45.7,1.1,40.1,76.6,51.2,Methanol,Aluminum,Grooved,Aluminum,50.3,Vertical (Bottom Heat),Natural Convection,0,31.4,32.1,31.7,0.0165,326109,,
64,6.26,323.6,6,,,54.2,113,156.4,Water,Copper,Grooved,Copper,46.8,Vertical (Bottom Heat),Forced Convection,3.1,32.8,33.3,32.9,0.0081,1955260,,94.8
152.7,16.26,129.3,10,,,29.9,56.1,43.3,Acetone,Copper,Grooved,Copper,34,Vertical (Bottom Heat),Natural Convection,0,42.7,44.3,43.5,0.0103,274930,,
34.5,2.15,229.6,10,71.4,1.1,51.1,84.3,94.2,Ammonia,Copper,Grooved,Copper,66.8,Horizontal,Forced Convection,1.2,43.3,43.5,43.4,0.005,881810,50743191.5,96.3
21.1,1.84,239.7,10,78.5,1,36.5,74.4,128.8,Ammonia,Copper,Grooved,Copper,64.4,Horizontal,Forced Convection,2.2,26,26.1,26,0.0064,716843,,
112.6,6.55,341.9,10,20.1,3.9,54.7,116.4,170.8,Water,Aluminum,Grooved,Aluminum,37.1,Horizontal,Forced Convection,4,35.1,36,35.4,0.0076,884090,,
17.1,0.86,289.2,10,56.1,1.4,63.2,97.4,128.6,Ammonia,Aluminum,Grooved,Aluminum,36.4,Horizontal,Natural Convection,0,32.9,33.1,33,0.009,832067,,95.7
147.2,11.17,341.5,6,7.2,3.9,69.9,156.6,115,Water,Aluminum,Grooved,Aluminum,64.6,Vertical (Bottom Heat),Forced Convection,1.9,36.1,37.7,36.6,0.0107,1418243,,94.6
78.3,12.22,167.7,8,,,25.5,57.4,84.8,Water,Copper,Grooved,Copper,60.1,Vertical (Bottom Heat),Natural Convection,0,30.7,31.9,31.3,0.0149,404519,,
94.2,7.61,326.8,6,,,65.7,157,104.1,Methanol,Aluminum,Grooved,Aluminum,33.4,Vertical (Bottom Heat),Natural Convection,0,34,35.3,34.6,0.0143,1257018,,
170.3,26.37,125.6,8,,,25.7,43.2,56.7,Water,Aluminum,Grooved,Aluminum,41.1,Vertical (Bottom Heat),Natural Convection,0,44.1,48.8,46.4,0.0278,174076,123762366.7,
11.9,2.52,85.1,6,11.8,2.4,25.1,26.9,33.1,Acetone,Copper,Grooved,Copper,52.8,Vertical (Bottom Heat),Natural Convection,0,27.1,27.4,27.3,0.0288,222837,,95
163,22.33,318.2,4,4.8,2.6,58.1,129.1,131,Water,Aluminum,Grooved,Aluminum,47.1,Horizontal,Forced Convection,1.6,43.8,47.6,44.9,0.0236,1320735,,
69.2,16.2,101.8,8,13.6,3.7,17,49,35.8,Methanol,Copper,Grooved,Copper,58,Vertical (Bottom Heat),Forced Convection,2,23.8,25,24.1,0.0173,146880,337269565.1,
119.9,38.79,111.6,4,,,24.6,46.7,40.3,Water,Copper,Grooved,Copper,46.2,Vertical (Bottom Heat),Forced Convection,1.9,33.2,37.6,34.8,0.0365,319756,,
164.2,29.56,120.2,8,,,22.1,46.2,51.9,Acetone,Aluminum,Grooved,Aluminum,59.8,Vertical (Bottom Heat),Natural Convection,0,38.3,43.4,40.7,0.0309,141156,,
